review_id,review_title,review_body,language,product_category,sentiment_label,confidence,notes
zh_0379338,确实不怎么样,讲的太简略。随便了解一下还可以。真要是写程序的时候参考根本不够用。,zh,digital_ebook_purchase,Negative,High,
zh_0827991,净化器工作是也散发机器运作的味道,哎呀，怎么办，净化器工作的时候或许空气有好点，但也散发出机器的味道，其次打开时灯光基本是红色然后转绿色，然后基本没变，似乎空气中的汽油味过滤不掉,zh,kitchen,Positive,High,
zh_0798715,物有所值,在同事推荐下第一次上亚马逊买鞋，上午下单，下午就收到了，网购这么多年第一次这么神速，短靴很喜欢，个人感觉实物更漂亮，就是靴口有点小，一是没穿袜子，二是新鞋的原故，穿进去很费事，刚好一脚，因为鞋形比较瘦所以不会很松，脚胖的人可能穿不了或者要买大一码。个人很满意，实惠又好。,zh,shoes,Negative,High,
zh_0408021,东西很好用,买了有一段时间了，也是因为这段时间天气比较好，适合出去钓鱼，所以一直都没有来评价，用了差不多4.5次的样子，杆子整体比较的轻，手把比较的舒适。总的来说就是还不错,zh,sports,Negative,High,
zh_0815895,这是一本英文语法书,前面还不错，很快就进入全是在说英文语法的章节了，这又不是工具书，有没有头！枯燥的快读不下去了。,zh,digital_ebook_purchase,Positive,High,
zh_0796969,垃圾产品,非常差，骗人的东西，差差差差差差⋯差，直接是垃圾产品！,zh,toy,Negative,Medium,
zh_0525057,好,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,zh,book,Negative,High,
zh_0887472,满意,发货很快，前一天买的，第二天就送到了，打开看了一下，东西没有漏发，只不过天气还不是很热，没有装起来，过一段时间组装好再补上照片吧，满意好评,zh,home,Positive,Medium,
zh_0518310,跟专卖店不一样,传说中的clark沙漠鞋不过如此，跟专卖店的不一样！,zh,shoes,Negative,High,
zh_0755884,总体不错,个人深受林语堂先生《苏东坡传》的影响，十分喜欢苏轼。这本书在写苏轼的时候，带有十分强烈的偏爱，而对王安石的描写比较负面。自己对苏轼和王安石两人的真实历史不是很了解，读了此书，必有一种先入为主的感觉。另外，这本书的装帧不很好，平装但封面较硬，纸倒是很厚，但偏黄,zh,book,Positive,High,
zh_0644133,价格欺诈！,淘宝一样的东西买399元，他们买699元我买了一个，什么意思啊？,zh,kitchen,Negative,High,
zh_0184507,款式可以，喜欢。,看见图片颜色款式都喜欢。收货看了质量很一般。感觉不值。,zh,apparel,Negative,Medium,
zh_0020612,亚马逊是个很不诚信、没有作为的商家！！！希望大家擦亮眼睛！！！,亚马逊是个很不诚信、没有作为的商家！！！我的一个订单1月16日下单，今天是3月8日，已经2个月了，不但没有发货，而且要求我申请退款，开始说补贴我10元，后面又说补贴30元消费券，难道一个买家急用的商品等待2个月希望得到的是这样的答复吗？从1月到目前电话联系不止10次，开始都是说很快就会发货，后面反而说本来就没货，要我退款，而且把责任推给消费者！亚马逊的主管说了，之前的电话客服说话都不算，只有她唯一能代表亚马逊，其他的客服他们公司会内部处理的，并要我退款！请问这样的商家值得大家信任吗？还号称全球最大的电子商务公司，我看是炒作成分过多！！！,zh,grocery,Negative,High,
zh_0557958,伞是好伞！但是,哪有用了几天就断了的伞？？？这么一把好伞，我倒是真的很喜欢这把伞，但是尼玛用几天就断了搞个毛线啊！,zh,home,Negative,High,
zh_0020949,值得参考,相对来说还是值得参考的，唯有不是很全面，还是比较系统,zh,book,Positive,Medium,
zh_0087404,没有索引。毁了这么好的书,翻开最后一页，不是索引，而是出版社广告。索引都不给还怎么作参考书？现在我只好自己印了索引夹在后面。 前面前言序言也被吃了。目录也重新排的。 还不如自己下盗版的印。,zh,book,Negative,High,
zh_0966372,产品电池重大缺陷，寿命坑爹！,注意：该产品为镍氢电池（不知道现在锂电这么普及厂家为什么还用镍氢电池），镍氢电池对充电是有严格要求的，否则导致冲不进电，寿命很短。而地宝的程序基本是自动运行，基本不需要人为控制。所以一般半年后电池就完蛋了，而电池半年就出保，厂家不管。想继续用就得花400元再买块电池。后续成本太高，厂家的坑太深。这些都是我跟售后沟通完了解的情况。还有很多款用的都是镍氢电池，所以提醒大家买前一定看好想好，不要再上当了。进口的是贵，但不会只能用半年！！ 这么坑爹的厂家还是早点黄了吧，希望亚马逊不要再卖这样的产品坑害消费者了！,zh,home,Negative,High,
zh_0854040,黑五的卖价比平日高230+元,黑五的那天购入，等了10天才发货，再等8天才到我手上，收到时候的价格比黑五那天妥妥的便宜了230余元？黑五的时候买，意义何在？,zh,home,Negative,High,
zh_0267384,亚马逊，你再这么快递送书你就完了,书肯定是好书，快递让人无语，申通的转运，就一个塑料袋包着，里面书都挤扁了，挤破了，到了也不通知我，也不打电话，就丢到菜鸟驿站，三天后我打电话问才知道，态度恶劣，就让我自己去找，我也真是服了,zh,book,Negative,High,
zh_0550826,很好的一次网购,挺棒的，。真的！第一次在亚马逊买东西，很满意！,zh,apparel,Positive,High,
zh_0394303,书本内容错乱,本人购买的柏林广场1，在使用过程中发现，这本书缺少第10和11课，少了十多页，强烈要求换货！！！,zh,book,Negative,High,
zh_0734544,爸爸的选择纸尿裤评论,漏尿，手感较粗糙，码数偏小，而且纸尿裤背面有不明物体，怀疑不是正品！,zh,baby_product,Negative,High,
zh_0552564,希望常有货,很好 就是总没货 这次比较慢 二十多天才到吧 之后下的英亚的都到了这个都还没到= =,zh,beauty,Positive,Medium,
zh_0172841,有划痕，有污渍,不满意，将近300的皮带，是这个样子的？有划痕！有污渍！,zh,apparel,Negative,High,
zh_0337183,翻译让人无法读下去,这个版本的翻译，实在让人难以下咽，而且编辑也有问题，语序错乱。,zh,digital_ebook_purchase,Negative,High,
zh_0885819,kindle版排版错误太多了。,书是很棒了，毕竟等了那么久的电子版。 但是中间的低级错误太多了。错别字和本编排错误。 那些文学大家的名字错误的最多。 希望可以改善,zh,digital_ebook_purchase,Negative,Medium,
zh_0272731,香味持续的时间足够长,有在该商品评论处看到顾客的意见反映香味持续时间不够长。 本人使用后，总体感觉还是不错。香气比较清爽。香水粘留在衣物上，如果不清洗，三四天后，还会有淡淡的香味在上面。,zh,beauty,Positive,Medium,
zh_0774549,有趣,挺有趣的一本书，有诙谐有正经有搞笑又思考。挺不错的问答方式，有创意。,zh,book,Positive,Medium,
zh_0098108,不喜欢,原以为爱伦坡的侦探小说有多精彩呢 看了一半真是失望至极 好几个短篇内容雷同不说 各种废话细节描写太多了 不知道怎么归入悬疑小说系列的,zh,digital_ebook_purchase,Negative,High,
zh_0027413,不错,不错不错，东西比较全，但是开本小了些，装订不够结实。,zh,book,Positive,Medium,
zh_0100281,内容不错，包装和运送不满！,内容不错，可是EMS的运送粗鲁，亚马逊的包装保护不到位！,zh,book,Negative,Medium,
zh_0248154,还可以,书到了，包装完好。快递也很快，购物愉快！！,zh,book,Positive,Medium,
zh_0398301,书被弄脏了啊！！！,书今天到的，还没看。我不是教育工作者，作为一个普通中国人，对卢安克在中国这些年做的农村教育研究工作表示非常敬佩，所以买了他写的书，算是一点点支持吧！ 可是收到书的时候，真的好不舒服，放在我买的酒的旁边，脏乎乎的…一点没有尊重的意思！箱子里面带了两张彩色广告呢，想说，亚马逊，如果书不给包装，哪怕加在广告中间也可以啊啊啊啊！对于我们这样的老实人，觉得就算了，换货很麻烦的！哎……！！！,zh,book,Negative,High,
zh_0531262,太TM大了。没法退。,这个腰至少是国内36尺码的人穿的。。。可我买的是32W的,zh,apparel,Negative,High,
zh_0365411,很漂亮的发夹,物流给力，第二天就到了。做工精致，很满意,zh,jewelry,Positive,High,
zh_0630047,给弟弟用的,我弟抽烟，刚好做活动的时候买了几支给他用，说是挺好用的,zh,drugstore,Positive,Medium,
zh_0042924,比较不满意的商品。,做工粗糙，用材简陋，连usb口都是塑料的，很容易损坏，usb口推拉也很不容易，作为一个大厂出品的U盘不怎么样。 速度还可以。,zh,pc,Negative,Medium,
zh_0372680,怪癖心理学,内容写得通俗易懂还有小案例，但是觉得有点笼统，没有达到自己期望,zh,book,Negative,Medium,
zh_0627124,写的一般,一般般，故事多于诗词，没有词的赏析。长篇大论的写纳兰的故事。没意思,zh,book,Negative,Medium,
zh_0038576,书是破的，换了之后卖家寄快递居然不留本人的电话，也不留寄件人的任何信息，导致快递被滞,内心真的是崩溃的，从来没遇到这种情况，刚拿到书的时候破了好多，好不容易联系上卖家给换，结果一直等不到寄回来的快递，幸好我有快递单号，自己百度的快递电话发现卖家没留本人的电话，也没有寄件人的任何信息，所以快递一直滞留。这种服务不想再经历第二次,zh,book,Negative,High,
zh_0450129,快递差劲,选择亚马逊的原因，就是快递很放心，科这次购物真实太失望了，快递配送太慢。,zh,book,Negative,High,
zh_0292079,太垃圾了！很强，很容易裂开！尤其是边边上！,超级强，哪有腰带是怎么硬的！太垃圾了！还是国外的呢！！！！我才买来2天啊！！,zh,apparel,Negative,High,
zh_0273000,校对太差,目前看到法国粉末，里面大量标点符号缺失，阅读体验太差,zh,digital_ebook_purchase,Negative,High,
zh_0461779,总体还不错,手表四星，总体挺好。手表沉稳、大气，年轻人带着显得太过成熟；表链感觉一般。亚马逊服务五星，先前看上的是另一款手表，收到货后不喜欢就申请退货了，退货很快捷，服务很好。,zh,watch,Positive,Medium,
zh_0877477,神学理论丰富，情节略次,神学理论十分丰富，相比之下作为小说的情节略显不足或者不够精彩，整体阅读会显得比较枯燥乏味,zh,digital_ebook_purchase,Negative,Medium,
zh_0835618,投诉！,超级投诉！ 打算315投诉消协！无任何发货信息，要求退款也没有动静！夸张的离谱！亚马逊倒是联系两次，都没有结果！亚马逊慎购！,zh,grocery,Negative,High,
zh_0235269,书质量有问题,这本书质量有问题，中间有16页全部是坏的，全是皱的，还有几个大洞，我怀疑是旧书！ 我希望卖家有答复！,zh,book,Negative,High,
zh_0782157,还是可以的！,试穿了一下，感觉正好，一点点紧，唉，谢谢卖家了，发货速度还是可以的,zh,shoes,Positive,Medium,
zh_0916413,暴风魔镜耍流氓，1月魔眼订单取消，到现在也不退款。,暴风魔镜耍流氓，1月魔眼订单取消，到现在也不退款。,zh,digital_ebook_purchase,Negative,High,
zh_0134101,想看原版,前几页翻译得极其别扭，好多地方都不顺。看我照片里的几句话，一点也不符合中文语法结构。 ————————————————————— 看了快60%了，书的内容还是挺好的，后面章节的翻译质量比前几页好，我收回1星评论，改为4星。 搜索业界的大牛写出来的书还是很不一样的，能拓展思路，不过这本书有点久了，应该是13年前后写的。对于按秒发展的互联网来说，有些东西现在已经实现了。,zh,digital_ebook_purchase,Positive,Medium,
zh_0712448,0000,用了两个月，已经报废了，价格低的东西真的没有好东西吗,zh,wireless,Negative,High,
zh_0284645,有营养但不多,1、鸡汤（是什么而不是怎么做）的内容占了70%。有营养的（方法论）不多，转化一下不超过30%。总的来说，还可以了，不能奢求太多。有收获就是得自行提纯费力气。当然，对于不同读者，这个比例不同。 2、内容比较全面，管理需要的方方面面都涉及，所以导致深度欠缺。 3、有些观点不认同（这很正常），有一点内容过分偏于鸡汤了。 总之有一定收获。,zh,digital_ebook_purchase,Positive,Low,
zh_0455064,还好了,就是做活动时买的，结果刚上国货65折扣，想到晚上在付款，结果水的价钱又涨上来了。好郁闷。,zh,beauty,Negative,Low,
zh_0249941,很好,用到现在了 1年多了 性能和刚买来一样 不愧是世界五百强的华为,zh,wireless,Positive,High,
zh_0750555,适合女生看。。,里面有些内容还可以看看，但大部分内容并不感兴趣。。,zh,digital_ebook_purchase,Negative,Medium,
zh_0199353,物流很快,质量很好，没有色差，穿着很舒服，价格很实惠，物流很快。,zh,apparel,Positive,High,
zh_0218914,东西没问题，就是生产日期嘛……,本来在某东和亚马逊犹豫的，某东的便宜点，但很多评论反应是2014年的，所以一看这里写着上架时间是2015年，果断就在这儿买了，贵点也认了。但是—— 这里为什么也是2014年的？ 那个上架时间是逗我玩吗？ 非常失望！ 另，亚马逊评论少的问题，是诚心的吧……貌似亚马逊也不想改善……作为网购的消费者，只想说“呵呵”，网购需谨慎，尤其是评论少，无网友晒图，全凭电商一张嘴的东东……,zh,grocery,Negative,High,
zh_0665459,缺页缺页！,缺了23、24两页！！而且后面的摹写纸还皱了！！！！！！！！！！！！！！,zh,book,Negative,High,
zh_0546988,以为可以媲美东野圭吾,以为可以媲美东野圭吾，不过是我的一厢情愿。故事很长，到中部已经扣不住人心，再看下去纯属想知道结局，没有倒吸一口冷气的那种震撼。,zh,book,Negative,Medium,
zh_0638853,值得一读,很久没有看到让我入迷的书了，方木的刻画还是很成功的，小说剧情也十分紧凑 一口气就把这个系列看完了,zh,digital_ebook_purchase,Positive,High,
zh_0556840,性价比不高,因为我是看门狗忠实粉，所以入了。看里面说实话并不是特别好，介绍很少，图很大但是不多，追求性价比的不建议购买。,zh,book,Negative,Medium,
zh_0904995,发了很久,应该有五六天了吧，而且是很小众的快递公司，送来的电池一装上去里面只有64的电。。。说是三星专卖，doubt that. 希望电池是没问题的。。。。。。,zh,electronics,Negative,Medium,
zh_0697021,断层,这次买的穿了2小时居然断层了…不知道是不是批次原因，每次买纸尿裤都是一次好一次坏,zh,drugstore,Negative,High,
zh_0555668,国人需要这样的思考,作为在校学生的作者能有此角度来展开一部作品，实在值得赞许。但毕竟阅历囿于经历，再加上文化环境的局限......本来可以更精彩。 很推崇“序”和“跋”的几篇论述。,zh,book,Positive,Medium,
zh_0148035,没有期待中的那般好看,我真是越来越不喜欢这种书信类单方面倾诉的文体了，感觉像是完全沉浸在自我之中将一切不满积蓄文中按捺不住地爆发出来一般。说的难听点就是过于琐碎。,zh,digital_ebook_purchase,Negative,Medium,
zh_0538605,质量不好,按照标的尺寸，根本没法穿。衣服质量也不好，线头特别多。棉含量一半，很薄。,zh,apparel,Negative,High,
zh_0854553,不建议购买,鞋型很窄，37码脚穿Uk 5宽度刚好，但是鞋头长了不少，皮子很硬，鞋帮卡在脚踝那里，走起路来很不舒服，鞋面有不明黏性污渍，做工粗糙，要不是海外购退货麻烦，我是一定要退货的。,zh,shoes,Negative,High,
zh_0528024,谨慎选择,一个字！撇！哺乳期乳房下垂、需要呵护！你倒是把呵护办法写出来啊！,zh,book,Negative,High,
zh_0879465,不是一般差,垃圾货，包装是很烂的纸板，灯稍稍一转就盖子掉下来。手指试了下，所谓旋风，没一丝感觉,zh,kitchen,Negative,High,
zh_0936525,没用,实际上这本书就是一本教材，很坑爹说什么立体教材教辅什么的，买了完全没用还不如买一本通用的教材,zh,book,Negative,High,
zh_0678466,唉,第二支了准备送人的，这次笔杆没有划痕，很新还可以，没加墨水试了一下流畅度，竟然有一点蓝色的墨水，我就当它是工厂试笔残留了，总感觉不是全新的，也许是多虑了。两次购物不是特别满意，以后买东西我想不会优先考虑亚马逊了,zh,office_product,Negative,Medium,
zh_0643499,看起来像漫画书，没有实质作用,里面人物画得很卡通，但是不对做法有实质性指导意义。,zh,book,Negative,Medium,
zh_0366738,一般,原以为是作者的论述，买来后发现无非是白话翻译了一下《孟子》，毫无新意，上当了。看来网络买书还得慎重。好在钱不多。,zh,book,Negative,Medium,
zh_0495031,不错,在文都上的政治，感觉材料很全，教师讲课内容是否十分丰富。,zh,book,Positive,Medium,
zh_0643206,快递很差,差评给快递， 非常暴力， 书本四个角全部损坏,zh,book,Negative,High,
zh_0403452,送达日期: 后天(7月26日)–下周六(8月1日)，请即刻下单并选择“快递送货上门”。,东西很好，但是服务态度很渣，客服完全就是爱理不理，建议大家去京东买，哪里买不一样，价格都差不多，买的是服务；,zh,book,Negative,High,
zh_0393966,一般,这本书原价23，在网上买也是23.好在是正版，纸质挺好，为了专插本买的。实用性应该还好。,zh,book,Positive,Medium,
zh_0432207,还可以吧,对得起这个价钱 用料也较好 就是车工有些漏洞,zh,luggage,Positive,Medium,
zh_0249328,亚马孙垃圾，史密斯公司好,机器不错，这家公司也不错，但是亚马孙就太差了，我打这家水公司电话要求安装，但是没有我的信息，在打亚马孙，亚马孙叫我打另一个手机号码，我说我不打，亚马孙你是不是卖了假货给我,zh,home_improvement,Negative,High,
zh_0817711,生产日期竟然是15年9月的,"生产日期竟然是15年9月的!!? 我是16年6月全价无折扣购买的. 收到货就已经过了9个月的生产日期!!! 这可是食品! 食品生产日期这么久的, 亚马逊应该低价促销处理吧?!",zh,grocery,Negative,High,
zh_0931361,香味比较淡,比想像当中，香味淡了点，不是说挥发的味道不够，而是本身的香型比较淡，有点像浴室里的混和香味啊，不是很单纯的香味。不难闻，但也说不上多么多么好闻。不过这本来就是见仁见智的问题，只不过作为最经典香型我就期望值高了点。,zh,home,Negative,Low,
zh_0402631,插头不是国内标准插头,买回来发现是香港插头 国内不能直接用 请问为什么不在商品详情上写清楚呢 打客户电话的回馈也是要么退货也么就自己去买一个 我是很郁闷 亚马逊什么时候这么不以用户体验为中心了 货就不退了不然还得重新买耽误时间,zh,home,Negative,High,
zh_0744678,改商品有严重的质量问题！！！,这是一次最悲催的一次网上购物，该商品有严重的质量问题！尺码严重偏小，最为严重的是面料有很大的化学刺激味道！闻了以后头痛的厉害！我洗了三遍味道依然还是很严重！这样的黑心商家也彻底颠覆了我对亚马逊网上购物平台的信任！！！,zh,kitchen,Negative,High,
zh_0231551,衣领洗过后变大,灰色水洗2次后，领子变得异常的大啊，完全没型了，有点尴尬。黑色看起来还行。白色还没洗过，待检验,zh,apparel,Negative,Medium,
zh_0022152,非常舒服的鞋,这双鞋最大的特点就是软，鞋底软，鞋垫软，皮面也软，整体也很轻，走路很舒服。,zh,shoes,Positive,High,
zh_0246234,好酒！下一次，继续光临啊！,葡萄酒味道不错啊！只能评价这么多了，不是很懂酒啊！呵呵啊！发货速度，快啊！快递给力啊！包装很到位，外面一个大大的纸箱子，箱子四周放着缓冲垫防止碰撞，里面的酒放在木头盒子里面，显得很有档次啊！满意的一次购物啊！有时间，我会回来的啊！,zh,grocery,Positive,High,
zh_0888655,还好,唯一一本看过电视剧后看不下去的原著，有点沉重,zh,book,Negative,Medium,
zh_0272399,坑人啊,完全没有达到事业单位2015年度会计专业考试的难度。按照这个复习，真心害人啊。,zh,book,Negative,High,
zh_0324058,还可以,建议宝宝满八个月以上再买，而且里面用的是最大号的电池，要自备。,zh,toy,Positive,Low,
zh_0132656,书质量差,数的质量好差，直接开裂了，内容还没有看。,zh,book,Negative,High,
zh_0835913,春秋裙,裙裙挺厚的，春秋穿合适，夏天穿肯定热，图案漂亮，腰部裙长均合适，但胸部居然紧了些，唉穿不合适，只有遗憾退货了。,zh,apparel,Negative,Medium,
zh_0479667,非常好的书！,原版的画质！虽然书薄了点，但是冲着里面的那些飞机画就值了,zh,book,Positive,High,
zh_0146927,无语了,很久后才看 只有背景音 还时大时小 完全无前景音 好多优美的歌曲听不到 忘了是否有字幕 因为故事有趣 就这样的片子居然还看了好几遍 服了,zh,book,Negative,High,
zh_0640668,价格质量很好,满100减100优惠后79，应该接近成本价了吧，亚马逊真给力，希望多点这样的活动！,zh,sports,Positive,High,
zh_0065362,看评论买的,看评论感觉还可以，马上搬新家了，酒柜里需要有些红酒。,zh,other,Positive,Low,
zh_0604099,货是快两年了的，烦心,从哪里调来的货，外包装破损，两年的压库货，好在不影响用，对付了。,zh,automotive,Negative,High,
zh_0270942,吉斯卡行车记录仪还可以，就是电线坏了没有地方换，销售方和生产方都不管,记录仪运行比较满意，用了两个月连接的电线就不行了，联系销售方和生产方都不能解决,zh,automotive,Negative,High,
zh_0680618,很棒,亚马逊这里卖得很便宜，可惜没抢到限定版，画集很棒，只是运送中书角被压到了,zh,book,Positive,Medium,
zh_0104114,很好，很受启发,很受启发，特别是作者讲了自己的亲身经历，颇有共鸣，不足是，有些章节写的不是很详细,zh,digital_ebook_purchase,Positive,Medium,
zh_0795154,基本满意,效果不错跟你们介绍的一样还想买一台不知有货吗,zh,other,Positive,High,
zh_0518401,订单通不过,明明可以以秒杀价加入购物车，可在结算中心提交订单时一直通不过😓,zh,kitchen,Negative,High,
zh_0764437,质量可以的没有味道，就是用了一次后盖子不严,质量可以的没有味道，就是用了一次后盖子不严。,zh,kitchen,Negative,Medium,
zh_0655424,kindle的字体只有一种？,在亚马逊买了很多电子书了，为什么kindle的电子书字体只有一种，能不能增加仿宋、楷体等字体，让读者读着时换换字体看着也轻松些。其他类似软件都可以实现此功能，还望亚马逊电子书再改进一下。,zh,digital_ebook_purchase,Negative,Medium,
zh_0941244,看完了，感觉一般吧,看完了，感觉一般吧，有的拖沓的感觉，个人意见,zh,digital_ebook_purchase,Negative,Low,
zh_0243681,剧情拖沓··,剧情拖沓，莫名其妙的开始大篇幅写个小角色，莫非要给主角配对？,zh,digital_ebook_purchase,Negative,Medium,
zh_0263661,教育孩子的必读书,通过漫画教育孩子，很好的图书，值得拥有和收藏！,zh,book,Positive,High,
zh_0546120,不适用,一点也不实用，讲的全是菜品的成本构成，没有一点实际的会计核算操作，都是什么开店选址，菜品的选择啊，适合开餐馆的人群看,zh,book,Negative,High,
zh_0428205,好,快递速度超快，书也不错，只是包裹较简陋。,zh,book,Positive,Medium,
zh_0313369,有点甜，比较小,饼干很脆，对孩子来说我觉得有点甜了，好在是独立包装，方便携带。味道没有什么惊艳的。,zh,grocery,Negative,Medium,
zh_0821453,很好,很好，但是一直没在地上用过，今天在车上垫着睡觉了，挺暖和的,zh,automotive,Positive,Medium,
zh_0494841,看到包装就知道它可能不是纯德国货，699元的东西，外包装盒怎么这么烂，让我很失望。用用看,看到包装就知道它可能不是纯德国货，699元的东西，外包装盒怎么这么烂，让我很失望。用用看吧。 看到包装就知道它可能不是纯德国货，699元的东西，外包装盒怎么这么烂，让我很失望。用用看吧,zh,kitchen,Negative,High,
zh_0228214,浓浓的豆瓣风,浓浓的豆瓣风。对于长期混豆瓣和知乎的人来说，对这本书实在是无感。以上个人观点。,zh,book,Negative,Medium,
zh_0085921,二星吧,其他都不说，首先商品显示亚马逊自营配送，但是实际是第三方卖家，信息不吻合。 1，物流有些慢，一周的时间。 2，包装不好，蛇皮袋子，明显的腐烂味道。 3，不够精致，没有图片显示的精美，还有局部掉，安全螺丝很难拧住固定死。 4，少了一个安全阀，沟通客服同时对接第三方厂家，隔了一个星期确实送补发过来了。 还是足斤的......,zh,sports,Negative,High,
zh_0138430,一般的作品,神一样的逻辑，语言，幽默，常人不能理解这本书的意义,zh,digital_ebook_purchase,Negative,Medium,
zh_0387669,东西很好,比国内便宜，正品无疑，第一次使用电动的有点不习惯，东西还是很好的,zh,beauty,Positive,High,
zh_0923754,方便快捷,看电子书方便快捷。 如果能加入记事本功能就更完美了。,zh,other,Positive,Medium,
zh_0838382,有色差,实物颜色没有网上图片的颜色好看。另外，也看不到产地啊。,zh,home,Negative,Medium,
zh_0056727,没有图片上面好看,有种欺骗消费者的意思刀身是光的没有那个标 刀刃上面也没有印字,zh,sports,Negative,High,
zh_0809709,希望第4级目录显示的问题能帮助修复下,"这本目录是个特色, 比一般书的目录要详细, 只可惜第四级目录有些问题, 看不到字,但点击可以跳转.",zh,digital_ebook_purchase,Negative,Low,
zh_0106310,缺页，不要买,缺了几十页，妈妈的。。。。。。。。。。。。。。。。。。,zh,book,Negative,High,
zh_0058377,不喜欢，都是理论，读不懂，不能应用到实践！,理论性太强，不适合普通工薪阶层读。没有那么多闲钱去实践,zh,book,Negative,High,
zh_0743590,有点小。,穿着稍紧一点，不符合人体学原理。到货还准时。,zh,apparel,Negative,Medium,
zh_0379379,没有之前买的黏稠 怀疑不是正品？？？,没有之前买的黏稠 怀疑不是正品？？？但还是相信亚马逊的,zh,beauty,Negative,Medium,
zh_0832325,一分钱，一分货。,额……只能说一分钱一分货吧。不过像我们这种长得矮的，裤子穿上裆都到大腿了，你造吗！裤子仔细看的话左裤脚没缝齐。,zh,apparel,Negative,Medium,
zh_0267430,买回来才知道材质是铝的,不知道能用在哪里，也是属于买回来供着的。,zh,kitchen,Negative,Medium,
zh_0250263,德国牙膏,跟我从德国代购的东西一样，价格实惠可以入。,zh,beauty,Positive,High,
zh_0791392,拍成影视会好看些！,作为小说，过于频繁的视角跳跃太影响阅读节奏。拍成影视非常合适，现成的剧本啊。,zh,digital_ebook_purchase,Negative,Medium,
zh_0383990,用了还不到一年，突然坏了，按键没反应了。,用了还不到一年，突然坏了，按键没反应了。后几个月已经开始冲力变小，充满电也没用,zh,drugstore,Negative,High,
